,formatted_address,international_phone_number,name,place_id,rating,reviews,types,user_ratings_total,price_level
0,"Av. d'Aïre 24, 1203 Genève, Switzerland",+41 22 344 06 06,Da Pulcinella,ChIJdRFop8hkjEcRjhEtkUr_tJc,4.1,"[{'author_name': 'Zandonaide Silva', 'author_url': 'https://www.google.com/maps/contrib/111963360990711669385/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp_QgEP_nz5OpPDHdaQNS_-sDerMXeH3RY9-t3G25k=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Top!', 'time': 1607501758}, {'author_name': 'Rachel Phillips', 'author_url': 'https://www.google.com/maps/contrib/104443611909585120122/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucquDleW_qoXvRfO-7Vo8rCGYye3Lw0FG0SZ31jHdrk=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 3, 'relative_time_description': '3 years ago', 'text': 'Starter was excellent. Main meal was terrible. Apparently chef on holiday and was a replacement. Will return just to give another chance as owner very polite and understanding', 'time': 1535524595}, {'author_name': 'Deepak Mattur', 'author_url': 'https://www.google.com/maps/contrib/108979647449248551063/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmnOEGj6gQQqPT-OExS38RT2hI3muiEWXRxoiFs=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '4 years ago', 'text': 'Awesome authentic Italian pizzas just the way it is in Italy.', 'time': 1534406686}, {'author_name': 'Jason AC', 'author_url': 'https://www.google.com/maps/contrib/117517762088540023758/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpLwG1hQMlC5apgKIbog4AuD7NkwCXgJssRhje0Cg=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 3, 'relative_time_description': '3 years ago', 'text': 'The menu card has all you wish in Italian cuisine.\nA midday menu that is affordable, cheap take away pizza and overall nice food.', 'time': 1543315791}, {'author_name': 'Andrew Jordan', 'author_url': 'https://www.google.com/maps/contrib/117998460866154896000/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmkoGXeBaGVcmG6xAcRvCauOGvtSpiQ1IwWzVN0c=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': '2 years ago', 'text': 'Good service good food', 'time': 1568226530}]","['restaurant', 'food', 'point_of_interest', 'establishment']",178.0,2.0
0,"Prom. de l'Europe 45, 1203 Genève, Switzerland",+41 22 340 67 70,Amazonas,ChIJ_-ZcaMZkjEcR2P6TPJfPFLA,4.1,"[{'author_name': 'rachid elmahi', 'author_url': 'https://www.google.com/maps/contrib/104358398227287996360/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqx6cDizAJUa26a0ibOog25pvL3KJoHL9yzwYVB=s128-c0x00000000-cc-rp-mo', 'rating': 3, 'relative_time_description': '3 years ago', 'text': 'Cool', 'time': 1565758795}, {'author_name': 'Theb Soma', 'author_url': 'https://www.google.com/maps/contrib/100599650724811655760/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmnK9HT6dEDa3sziwoSRLLJhp7TbvZfZK7efw8L3=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '10 months ago', 'text': 'Very simply', 'time': 1635078912}, {'author_name': 'Corinne RYSER', 'author_url': 'https://www.google.com/maps/contrib/101789854655294779483/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucohFQWj2vJTtxlvS8VEzbWryUrnTrnHMWWqZCqZvA=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Dish of the day: whole sea bream, vegetables, potatoes and green salad as a starter. No more room for dessert ...\nAll very good.\nVery friendly staff.\nTo be done again in September because it is closed all the month of August.', 'time': 1626961567}, {'author_name': 'karim zemmouchi', 'author_url': 'https://www.google.com/maps/contrib/107029600968807912491/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZuco3lfIEiZqp-ciBrX8joBfREgabNafPUABt-GUDmw=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '4 years ago', 'text': ""Perrssonel very sinpat my I'm very disappointed with the cod cuisine not desalted. The boss is among rounding the invoice auto tchip Mdr brief 10/10 the staff no luck day the foul kitchen and the boss made no jest except rounding the bill"", 'time': 1518262980}, {'author_name': 'Almeida Maria Paula', 'author_url': 'https://www.google.com/maps/contrib/107401274367378639104/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmnQrp9yML4DiGIX926slabYMBkSWbqF3Q0TRGs=s128-c0x00000000-cc-rp-mo', 'rating': 2, 'relative_time_description': '3 years ago', 'text': 'sympathetic', 'time': 1555409695}]","['restaurant', 'point_of_interest', 'food', 'establishment']",56.0,
0,"Prom. de l'Europe 11, 1203 Genève, Switzerland",,Food4you Concept Sàrl,ChIJdRFop8hkjEcRLzSSmKdkxwY,,,"['restaurant', 'food', 'point_of_interest', 'establishment']",,
0,"Chem. Gilbert-Trolliet 4, 1209 Genève, Switzerland",+41 22 740 37 30,Shibata,ChIJW9uAwupkjEcR-cDAI02U0Ok,4.5,"[{'author_name': 'Olivier Van Bunnen', 'author_url': 'https://www.google.com/maps/contrib/113386965456805603645/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmzjTBfrURTnDE3cmeOEHgRtq8wMsNhE49yHIGN=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 4, 'relative_time_description': 'a month ago', 'text': 'Good Japanese restaurant at reasonable price for lunch menu.', 'time': 1656859831}, {'author_name': 'Aline Kuehn', 'author_url': 'https://www.google.com/maps/contrib/111389547118044833341/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmm7oB3oV0pithE9gVL67M0keWhBuBj1xHu3WujT=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '8 months ago', 'text': 'Super nice restaurant! Thanks for squeezing us in, even if you were fully booked. Really friendly, and the food is always great!', 'time': 1639694369}, {'author_name': 'Barefoot Centipede', 'author_url': 'https://www.google.com/maps/contrib/115899466379413351392/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpCo5K1xCB_p2JkJItypSjYkEGpMU8UAGF3Yjv6=s128-c0x00000000-cc-rp-mo-ba6', 'rating': 5, 'relative_time_description': '5 months ago', 'text': 'Family restaurant full of original ideas and delicious Japanese specialities, oriented toward seafood\nService is welcoming and friendly', 'time': 1647632554}, {'author_name': 'Miriam Shindler', 'author_url': 'https://www.google.com/maps/contrib/108775543659562668803/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrjU0XTvc8vsNPFoTwRB-y2iekWxJZjXyQwhOOGig=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 3, 'relative_time_description': '11 months ago', 'text': 'Overpriced, even by Geneva standards. 36chf for a very basic and unfortunately greasy yakiudon.', 'time': 1630180892}, {'author_name': 'Phuong Quoc Nhat Pham', 'author_url': 'https://www.google.com/maps/contrib/103517624100396347063/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp6YNjNjU2Q1SrqcJWlUKl9NCYW7iEtu-nfQ9rn=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '11 months ago', 'text': 'Delightful gastronomy japanese fusion experience. Originality, simplicity and a lot of detailed attention from the staff. Certainly recommended.', 'time': 1630241503}]","['restaurant', 'food', 'point_of_interest', 'establishment']",105.0,3.0
0,"Rue des Confessions n°17, 1203 Genève, Switzerland",+41 22 344 73 22,Restaurant Boa Brasa,ChIJSRTY785kjEcR-G2HgWXQ_Ug,4.3,"[{'author_name': 'Anoop Chana', 'author_url': 'https://www.google.com/maps/contrib/108609904401435911101/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmDBdujDVJO-I3-pgyfuOtmq6xTtCgo1KxQwPjx=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '9 months ago', 'text': 'The best Resturant in Geneva overall. The food quality is second to none, the service tremendous and the price very reasonable(for Switzerland!). I have eaten at some of the finest restaurants across Lisbon, Porto and Faro, and this restaurant replicates, and goes further, that feeling and experience of fine Portuguese cuisine. I would even recommend for a romantic meal for those that want an evening of fine wine, fine food and fine conversation 😊', 'time': 1635855406}, {'author_name': 'Geneva Sam', 'author_url': 'https://www.google.com/maps/contrib/112917871961218846292/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqbBVwB8R2nCEWsLGglTVqEwPElTo2kyRVn8bvKzA=s128-c0x00000000-cc-rp-mo', 'rating': 3, 'relative_time_description': '11 months ago', 'text': 'It was our first experience in a Portuguese restaurant and the Manager helped select the menu. He brought a tray of starters saying it was ""complimentary"", followed by the main course we ordered.  I asked for normal tap water which was also provided,  but when the bill came included chf 2.50 for the water. Upon querying he replied that they charge to cover expenses. Sadly it was disappointing for a otherwise pleasant experience', 'time': 1631215886}, {'author_name': 'Warthain', 'author_url': 'https://www.google.com/maps/contrib/110525760708885985598/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpeyp6k9BH2sBfoziHBLp70-KJgUkM2_prWfl0zrQ=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '9 months ago', 'text': 'Good food, good pricing and good service, need me to say anything else?', 'time': 1635505566}, {'author_name': 'José Maçãs', 'author_url': 'https://www.google.com/maps/contrib/117304623142785191313/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucor-fsC_NogqEDMQlpYVzVL4gvZR9dQWV4R5Z1RCg=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': ""It's always hard to find a good portuguese restaurant out of Portugal.\n\nI discovered Boa Brasa in Geneva almost 2 years ago and I've been a regular client since then and hosted a few events for friends and co-workers.\n\nThis restaurant meets all the requirements I would have back home in terms of food - grilled fish, octopus, meat (sourced from 'Boucherie du Molard'), traditional and elaborated courses or the simple & delicious starters like 'alheira' and pica-pau'. The wine list is quite complete and do ask the owner for good recommendations on the region and / or price range you are looking for.\n\nPedro and Silvia are great hosts and the chef runs an impecable & swift kitchen.\n\nNotes: 1) book in advance if you plan to go on the weekend and 2) arrive ahead of time as parking slots are limited in neighborhood. Even better, take an Uber and enjoy a good wine without concerns :)"", 'time': 1624302664}, {'author_name': 'Joao Amaral', 'author_url': 'https://www.google.com/maps/contrib/107754251426194559574/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucr2Djb2n648T0ml-OSEnIE3xEkQfrEDWl6SxakpwQ=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': '3 years ago', 'text': 'Very good food and nice people. We had a good steak on the hot stone and cod on the roof tile. (Funny these dish names in English). Balanced price...', 'time': 1556547189}]","['restaurant', 'point_of_interest', 'food', 'establishment']",268.0,2.0
0,"Rue de Lyon 85, 1203 Genève, Switzerland",+41 22 340 44 45,"Café, Bar Cantinho",ChIJwa32PeVljEcR6amnE_BuUWM,,,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",,
0,"Av. De-Luserna 32, 1203 Genève, Switzerland",+41 22 340 76 75,Restaurant Le Figuier libanais sur Genève,ChIJJa8rOMFkjEcR1NVq9KbCLTA,4.6,"[{'author_name': 'Gabriel D. (Vader)', 'author_url': 'https://www.google.com/maps/contrib/107814254226387918401/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpu9QvkFGqePzQh4q0ZPzLcxRY007aXhiE0L8qwTg=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': '2 weeks ago', 'text': 'Great experience at Le Figuier. The service was outstanding, extremely kind and helpful.\n\nThe food was also delicious. We ordered a bit too much, thinking the entries would be of smaller portions, the owner kindly offered to wrap it up for us and offered us a complimentary tea at the end.\n\nThanks for the nice stay!', 'time': 1659619562}, {'author_name': 'Prashant Sharma', 'author_url': 'https://www.google.com/maps/contrib/108981066680280359083/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmNNUFASk8E9eTgu2nadr_-fz__WVdMLoJ9uhVp=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Wonderful family-run restaurant in a cosy and intimate setting. Excellent food - probably the best Lebanese restaurant in Geneva. We took our Lebanese friends there and they confirmed that the food was completely authentic and just like home! Highly recommended.', 'time': 1654959524}, {'author_name': 'Natschja R', 'author_url': 'https://www.google.com/maps/contrib/113980105559397535503/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrFUM-GXY4Hey535dmpQT0gY-sePUDNyCF7b7744g=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'A hidden gem of Lebanese food in Geneva. One of our favorite places to go. Highly recommend!!', 'time': 1656004213}, {'author_name': 'David Nash-Mendez', 'author_url': 'https://www.google.com/maps/contrib/116762185835047663703/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpGWdojywaK3JEqJugoDO2Aj49FeRdIMhU9g_4_ivU=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': 'a month ago', 'text': ""The bamieh (okra) salad is phenomenal and the chicken dishes are so perfectly moist and flavorful. Try either once and you'll be a regular."", 'time': 1656004321}, {'author_name': 'Vlassis Tigkarakis', 'author_url': 'https://www.google.com/maps/contrib/111088069357384577935/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucovmq9VCflSRePyIPnLU5SEjAnhPiJ7ERt_GVFALB0=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': ""Amazing (and A LOT OF) food, very kind personnel and always available to cater to the guest's specific needs. Very reasonably priced too. Would recommend without second thought!!"", 'time': 1603635566}]","['restaurant', 'food', 'point_of_interest', 'establishment']",151.0,2.0
0,"Av. De-Luserna 13, 1203 Genève, Switzerland",+41 22 344 62 05,Resto AB Kebab,ChIJT7CbrcZkjEcRC2WYCvtGG-U,5.0,"[{'author_name': 'Hasan “Kurdo” Shaker', 'author_url': 'https://www.google.com/maps/contrib/116275303855843535852/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucowiLSNeVLnTsjfdynNQKChFf1VcEwc1nkH6ADZyA=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Very good', 'time': 1654989562}]","['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,
0,"Chem. Gilbert-Trolliet 4, 1209 Genève, Switzerland",+41 22 733 52 34,Le P'tit Creux,ChIJ1aZf7YVljEcR_yETVs4Jpeo,4.6,"[{'author_name': 'Martín Correa', 'author_url': 'https://www.google.com/maps/contrib/115998225383344226430/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoeIO-x6gTxy_IOJ34F_PCxiFbjgev2bzA-JbG1Vg=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'very good. thr petit dejeneur is very good', 'time': 1655624583}, {'author_name': 'Phuong Quoc Nhat Pham', 'author_url': 'https://www.google.com/maps/contrib/103517624100396347063/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp6YNjNjU2Q1SrqcJWlUKl9NCYW7iEtu-nfQ9rn=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '11 months ago', 'text': 'Small but cosy tea room, nice decor, smiling and helpful staff. Many choice of beverage, sweet & savoury bakery dish to choose from.', 'time': 1632381120}, {'author_name': 'YILDIRIM Tayibe', 'author_url': 'https://www.google.com/maps/contrib/108884826129884746796/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqbT6lCyYfHH_y517RDASPqi_MUzQflHFHL-roU=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Very warm welcome. Caring staff. A superb discovery with impeccable service.\nThe waitresses were very nice and smiling.\nWide selection of sandwiches and pastries.\nI highly recommend !', 'time': 1654176772}, {'author_name': 'dounya Saadi', 'author_url': 'https://www.google.com/maps/contrib/114634370114870839483/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmU9OykYrvajVo-trxRvrnkiiCPN5dkAnQWjuBt=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 2, 'relative_time_description': '2 months ago', 'text': 'Staff not smiling at all, too bad when you are in contact with customers. Highly acidic squeezed orange juice. Shame', 'time': 1653688719}, {'author_name': 'GugR - Le 91ème parallèle', 'author_url': 'https://www.google.com/maps/contrib/115818603799918699433/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrBiNYKzjjZbQD6oFhovwLCQlYY4ShZ51iUQS9g=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': ""The +:\n- It's a very nice place. The decor is welcoming and the service is of high quality.\n- The employees are smiling, caring and very professional.\n- There is something to satisfy all tastes: coffees, teas and sodas for thirst... pastries, pastries, sandwiches and some heated dishes for hunger.\n- Stay there with your laptop to work? ideal.\n- Toilets available and always clean.\n\nThe - (to improve in my opinion)\n- Schedules not found (or not available) on the website.\n\nIn all subjectivity: I recommend ;)"", 'time': 1654174474}]","['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",23.0,
0,"Rue de Saint-Jean 9, 1203 Genève, Switzerland",+41 22 340 64 93,Sabor Latino Sàrl,ChIJ8eqe7M5kjEcR-ZoHoBpMaIc,4.5,"[{'author_name': 'J Chu', 'author_url': 'https://www.google.com/maps/contrib/116849351885241273667/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqSuuDeaj8pf1RkbOyuRMaiig7_ZYUn8gMQvobXRs0=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 weeks ago', 'text': 'Delicious food, generous portions with a mix of sides in a single plate and friendly service. We would definitely come back', 'time': 1659790351}, {'author_name': 'Nancy Vera', 'author_url': 'https://www.google.com/maps/contrib/107402765610048433970/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpagRl9AppdN30hQVvU9p2QuOr_OXzi1vS1UxztfQ=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 1, 'relative_time_description': '5 months ago', 'text': 'This is not a real restaurant. They only serve lunch. I came here at 5:00 pm looking for something to eat before heading back to Fribourg, and all they had were cold breads behind a plastic box. What a waste of time! There are food trucks with better food selections than this part time restaurant part time grocery. What a joke!', 'time': 1647102358}, {'author_name': 'Anthony Tafur', 'author_url': 'https://www.google.com/maps/contrib/113000981990899810905/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmnVnNeIi2Jqycjj3ToZOFkdnxbqntjTcrf-EkXz=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': ""Honestly, this is my favorite restaurant in the entire Switzerland. When trvalling to Geneva, I go there every single time. The value is far above anything I've ever experienced before. The food is fully grandma home's made and it is like eating at home. It is a 10/10. Sabor means flavor in Spanish and trust me, the name fits perfectly with the food."", 'time': 1625074859}, {'author_name': 'Fawad Hussain', 'author_url': 'https://www.google.com/maps/contrib/108050742919764809658/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp9awvznHd41UKwdoeatx7iVIByCVgBMWHy2C9j2Cg=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Excellent empanadas!', 'time': 1617960833}, {'author_name': 'S C', 'author_url': 'https://www.google.com/maps/contrib/115930618173594069387/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmk9BJfKo6atmJuZyOEvxQsl-NyfZhIlquPX5bex=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'This is an excellent little hidden gem. I was incredibly surprised walking in because I thought it was just a café. But the place is really warm and welcoming. The personnel is great and the ambiance is super. The food choices and portions are totally worth your visit. I highly recommend the place.', 'time': 1548599236}]","['restaurant', 'food', 'point_of_interest', 'establishment']",76.0,
